index,alcoholName,normalizedName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,brewery,description,representative,address,contact,website,foodPairing,imageURL,detailPageUrl,docId
470,주향소주 25,주향소주25,,,,,25%,,소주,,375ml,"￦17,000 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인담을,"정제수, 쌀(국내산 쌀), 국(국내산 쌀), 효모, 효소",농업회사법인담을,주향소주25는 항아리 속에서 장기간 숙성된 뒤에 나오는 프리미엄 증류식 소주다. 옹기 속에서의 안정화를 통해 상압증류의 거친 맛은 부드럽게 중화시키고 화려한 향만을 간직했다.,윤서예,충청북도 충주시 엄정면 도자기길 16,010-7336-6267,https://dameul6267.modoo.at/,삼겹살 등 기름기가 있는 육류 혹은 붉은살 생선과도 궁합이 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743383-%EC%A3%BC%ED%96%A5%EC%86%8C%EC%A3%BC%2025_main.png,https://terms.naver.com/entry.naver?docId=6743383&cid=58637&categoryId=58653,6743383
471,죽력고,죽력고,,,,3.0,32%,0.0,일반증류주,,700ml,"￦60,000(가격은 판매처 별로 상이할 수 있습니다.)",태인합동주조,"국내산쌀, 죽력, 누룩, 정제수",태인합동주조,"죽력고는 육당 최남선이 감홍로, 이강주와 함께 조선 3대 명주(名酒)로 꼽았던 술이다. 대나무를 토막내 불을 지펴 흘러내리는 대나무즙 '죽력'에 대잎, 석창포, 계심 등을 넣고 소주를 내려 증류시킨 술이다. '고'는 최고급 약소주에만 붙일 수 있는 술의 극존칭으로 그 명성이 뛰어나다. 투명한 황색에 단맛과 은은한 대나무향이 상쾌하다. 죽력은 대나무 잎과 가지를 사흘 동안 고아 내린 것이다. 쌀과 누룩으로 20일 걸려 술을 빚은 뒤, 죽력을 뿌린 소줏고리로 증류해 만든 술이 죽력고다. 주로 대나무가 많은 전라도 지방에서 빚어진 증류주로 중풍으로 마비될 때 약으로 썼다고 전해진다.",송명섭,전북 정읍시 태인면 태흥리 392-1,063-534-4018,https://taein.modoo.at,죽력고의 안주로는 담백한 음식도 좋지만 단맛이 살짝 도는 떡갈비와 같은 안주도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681214-%EC%A3%BD%EB%A0%A5%EA%B3%A0_main.png,https://terms.naver.com/entry.naver?docId=5681214&cid=58637&categoryId=58655,5681214
472,죽향 생막걸리,죽향생막걸리,1.0,2.0,4.0,1.0,6%,0.0,탁주,,750ml,"￦2,000 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 (주)죽향도가,"쌀(국내산), 정제효소, 젖산, 효모, 아스파탐, 정제수",농업회사법인 (주)죽향도가,죽향 생막걸리는 전남 담양에서 생산한 도정한지 1개월 이내의 엄선된 쌀을 원료로 사용해서 쌀의 아밀로스를 최적화하여 향미가 살이 있는 생막걸리이다. 댓잎을 첨가해 천연발효시켜 보존기간을 다른 막걸리에 비해 늘린 제품이다. 고품질 술 생산 장려와 소비자 보호를 위해 국가에서 지정하는 술품질인증을 취득했고 2015년도 남도 전통술품평회 생막걸리부문에서 최우수상을 수상하여 그 품질을 인정 받았다.,장유정,전남 담양군 담양읍 외다길30,061-381-8700,https://dyricewine.modoo.at/,죽순무침과 함께 마시면 더할 나위 없다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036282-%EC%A3%BD%ED%96%A5%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6036282&cid=58637&categoryId=58656,6036282
473,줄포 생 막걸리,줄포생막걸리,2.0,2.0,3.0,4.0,6%,0.0,탁주,,750ml,"￦4,100(가격은 판매처 별로 상이할 수 있습니다.)",내변산(동진주조),"쌀(국내산), 종국정제수, 누룩, 효모, 아스파탐",내변산(동진주조),"1977년 설립 후 40여년간 국내는 물론 해외시장에서도 인정 받고 있는 내변산 동진주조의 제품이다. 엄선된 원료로 전통적인 비법으로 제조하면서도 위생적인 작업환경과 최첨단 현대시설장비로 제조하고 있다. 우리 몸에 좋은 효모균이 그대로 살아 있으며 자연 발효에 의한 탄산과 어우러져 전통탁주에서 느껴지는 감칠맛, 청량감이 뛰어난 제품이다.",정태식,전북 부안군 행안면 부안농공단지길 14-11,063-582-0027,https://www.dongjinwine.co.kr/,각종 전 안주와 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595256-%EC%A4%84%ED%8F%AC%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595256&cid=58637&categoryId=58655,3595256
474,증류식소주 마한24,증류식소주마한24,,,,,24%,,증류식소주,,375ml,"￦11,000 (가격은 판매처 별로 상이할 수 있습니다)",농업회사법인 (주)스마트브루어리,"증류원액(국내산 쌀), 정제수",농업회사법인 (주)스마트브루어리,"알코올 함량 24%, 용량 375ml의 순하고 부드러운 맛의 증류식 소주이다. 원료로 쌀만(쌀, 입국)을 사용해 맛이 깔끔하고 향이 좋다. 2023년 대한민국 주류대상에서 대상을 수상하였다.",오세용,충북 청주시 상당구 미원면 어암1길 213-6,043-221-0412,https://www.smartbrewery.co.kr,"생선회, 육사시미, 육회 등 가벼운 양념의 육류나 해산물 요리와 잘 어울리며, 특히 육회, 전과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743386-%EC%A6%9D%EB%A5%98%EC%8B%9D%EC%86%8C%EC%A3%BC%20%EB%A7%88%ED%95%9C24_main.png,https://terms.naver.com/entry.naver?docId=6743386&cid=58637&categoryId=58653,6743386
475,지란지교 무화과 탁주,지란지교무화과탁주,4.0,4.0,1.0,4.0,12%,0.0,탁주,과일류,500ml,"￦30,000(2병) (가격은 판매처 별로 상이할 수 있습니다)",(유)친구들의술지란지교,"찹쌀, 멥쌀(국내산), 전통누룩(국내산 밀), 정제수, 무화과청, 레드비트분말, 밀함유",(유)친구들의술지란지교,"옛날 평양의 이름난 주가에서는 순창에서 생산되는 누룩을 가져다 술을 빚었다고 할 만큼 유명한 마을이 순창 건곡리(乾穀里)이다. “지란지교”는 이곳 건곡리의 구전비법 누룩과 주방문을 빌어 재현한 술로, 멥쌀죽과 찹쌀고두밥으로 두 번 빚고, 일체의 첨가물 없이 오직 전통누룩으로만 100일간 발효와 90일의 숙성을 끝낸 전통주로 “지란지교”의 풍미와 향취는 맑은 바람 한자락에 꽃향이 피어나듯 단맛, 신맛, 쓴맛에 더해 기분 좋은 떫은맛과 향까지 오감을 자극한 술이다.",임숙주,전북특별자치도 순창군 순창읍 순창7길 5-1,010-9533-1478,,"함께 먹기에 어울리는 음식으로 갈치조림, 고등어무조림, 무화과타르트가 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598731-%EC%A7%80%EB%9E%80%EC%A7%80%EA%B5%90%20%EB%AC%B4%ED%99%94%EA%B3%BC%20%ED%83%81%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6598731&cid=58637&categoryId=58655,6598731
476,지란지교 약주,지란지교약주,4.0,4.0,,4.0,15%,0.0,약주(생약주),,375ml / 500ml,"￦25,000 / ￦30,000 (가격은 판매처 별로 상이할 수 있습니다)",(유)친구들의술지란지교,"찹쌀 · 멥쌀(국내산), 전통누룩(국내산 밀), 정제수, 밀함유",(유)친구들의술지란지교,"“지란지교”는 이곳 건곡리의 구전비법 누룩과 주방문을 빌어 재현한 술로, 멥쌀죽과 찹쌀고두밥으로 두 번 빚고, 일체의 첨가물 없이 오직 전통누룩으로만 100일간 발효와 90일의 숙성을 끝낸 전통주로 “지란지교”의 풍미와 향취는 맑은 바람 한자락에 꽃향이 피어나듯 단맛, 신맛, 쓴맛에 더해 기분 좋은 떫은맛과 향까지 오감을 자극한 술이다.","임숙주, 임재현","전북특별자치도 순창군 순창읍 순창7길 5-1, 지란지교",,,"함께 먹기에 어울리는 음식으로 오징어초무침, 고등어김치찜, 연어포케가 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598727-%EC%A7%80%EB%9E%80%EC%A7%80%EA%B5%90%20%EC%95%BD%EC%A3%BC_main.jpg,https://terms.naver.com/entry.naver?docId=6598727&cid=58637&categoryId=58655,6598727
477,지란지교 탁주,지란지교탁주,4.0,4.0,1.0,4.0,13%,0.0,탁주,,500ml,"￦30,000(2병) (가격은 판매처 별로 상이할 수 있습니다)",(유)친구들의술지란지교,"탁주 찹쌀(국내산), 멥쌀(국내산), 누룩(국내산), 정제수",(유)친구들의술지란지교,"옛날 평양의 이름난 주가 에서는 순창에서 생산되는 누룩을 가져다 술을 빚었다고 할 만큼 유명한 마을이 순창 건곡리(乾穀里)이다. “지란지교”는 이곳 건곡리의 구전비법 누룩과 주방문을 빌어 재현한 술로, 멥쌀죽과 찹쌀고두밥으로 두 번 빚고, 일체의 첨가물 없이 오직 전통누룩으로만 100일간 발효와 90일의 숙성을 끝낸 전통주로 “지란지교”의 풍미와 향취는 맑은 바람 한자락에 꽃향이 피어나듯 단맛, 신맛, 쓴맛에 더해 기분 좋은 떫은맛과 향까지 오감을 자극한 술이다.",임숙주,전북특별자치도 순창군 순창읍 순창7길 5-1,010-9533-1478,,"전, 육전, 떡볶이와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6598729-%EC%A7%80%EB%9E%80%EC%A7%80%EA%B5%90%20%ED%83%81%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=6598729&cid=58637&categoryId=58655,6598729
478,지리산 정담 생쌀 막걸리,지리산정담생쌀막걸리,,,,,6%,,탁주,,750ml,"￦1,500(가격은 판매처 별로 상이할 수 있습니다.)",지리산그린영농조합 운봉주조,"쌀(국내산), 종국, 정제수, 누룩, 효모",지리산그린영농조합 운봉주조,'지리산 정담 생쌀 막걸리'는 40년 가까이 청정지역 지리산에서 술을 빚어온 '운봉주조'의 대표 막걸리이다. 지리산의 맑은물과 국내산쌀만을 사용하여 제조하는 막걸리로 한층 부드럽고 순한 맛으로 인기가 좋다. 농림축산식품부에서 '우리술 품질인증'을 받고 2013년 전라북도(현 전북특별자치도) 우리술품평회에서 수상한 제품이다.,최규창,전북특별자치도 남원시 운봉읍 황산로 1018,063-634-0009,https://herbsul.modoo.at/,신선한 과일 샐러드와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595332-%EC%A7%80%EB%A6%AC%EC%82%B0%20%EC%A0%95%EB%8B%B4%20%EC%83%9D%EC%8C%80%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3595332&cid=58637&categoryId=58655,3595332
479,지리산 허브잎 술,지리산허브잎술,1.0,2.0,2.0,1.0,6%,0.0,살균탁주,,750ml,"￦1,500(가격은 판매처 별로 상이할 수 있습니다.)",지리산그린영농조합 운봉주조,"쌀(국내산), 종국, 정제수, 누룩, 효모, 국내산허브",지리산그린영농조합 운봉주조,'지리산 허브잎 술 쌀 막걸리'는 청정지역 지리산 맑은물과 솔잎향의 천연 로즈마리와 라벤다를 첨가한 제품이다. 대한민국 우리술품평회에서 살균막걸리 부문에서 2011년과 2014년 대상을 수상한 제품으로 전통발효주의 담백한 맛에 은은한 허브향을 느낄 수 있는 제품이다.,최규창,전북특별자치도 남원시 운봉읍 황산로 1018,063-634-0009,https://herbsul.modoo.at/,특히 닭갈비랑 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595331-%EC%A7%80%EB%A6%AC%EC%82%B0%20%ED%97%88%EB%B8%8C%EC%9E%8E%20%EC%88%A0_main.JPG,https://terms.naver.com/entry.naver?docId=3595331&cid=58637&categoryId=58655,3595331
480,지장수 생막걸리,지장수생막걸리,3.0,2.0,3.0,3.0,6%,0.0,탁주,,750ml,"￦1,300 (가격은 판매처 별로 상이할 수 있습니다.)",낙천,"정제수(지장수), 쌀, 효모, 누룩, 과당 등",낙천,지장수는 '동의보감'에서 언급된 물로 황토를 휘저어 가라앉힌 물을 말한다. 그 중에서도 약천골의 지장수는 5억 7천만년 전 황토 암반층에서 천연적으로 생성된 물로 인위적으로 만들어내는 지장수 보다 품질이 우수하다. 이 약천골의 지장수로 빚어내어 생 막걸리 특유의 시원함을 그대로 담았다는 지장수 생 막걸리다.,성재기,강원도 동해시 공단2로 73,033) 522-1163,http://nakchun.modoo.at/,추천 안주는 굴 튀김.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551556-%EC%A7%80%EC%9E%A5%EC%88%98%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551556&cid=58637&categoryId=58652,3551556
481,지장수 호박 생 막걸리,지장수호박생막걸리,3.0,1.0,2.0,2.0,6%,0.0,탁주,,750ml,"￦1,400 (가격은 판매처 별로 상이할 수 있습니다.)",낙천,"정제수(지장수), 쌀, 효모, 누룩, 과당 등",낙천,약천골 지장수로 빚어 목넘김이 부드러우며 생 막걸리에 단호박을 첨가해 아스파탐을 넣지 않아도 달달한 맛이 있다. 무첨가제로 건강하게 빚으며 2014년 우리술 품평회에서 최우수 품질상을 수상하기도 한 막걸리다.,성재기,강원도 동해시 공단2로 73,033) 522-1163,http://nakchun.modoo.at/,메밀전과 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551547-%EC%A7%80%EC%9E%A5%EC%88%98%20%ED%98%B8%EB%B0%95%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551547&cid=58637&categoryId=58652,3551547
482,지장수 호박막걸리,지장수호박막걸리,2.0,1.0,1.0,2.0,6%,0.0,살균막걸리,,550ml,"￦5,000 (가격은 판매처 별로 상이할 수 있습니다.)",낙천,"정제수(지장수), 쌀, 효모, 누룩, 과당 등",낙천,"지장수(地漿水)란 「동의보감」에 나오는 말로 ‘황토를 내린 물’이란 의미인데, 양지바른 들판이나 깊은 산등성이의 황토 땅 속으로 구덩이를 판 곳에 물을 부은 다음 휘저은 후 굵은 입자들이 가라앉은 후 위에 뜬 맑은 물을 지장수라고 부른다. 지장수는 우리 몸의 나쁜 독성을 말끔히 해독시켜주는 해독제로 한방에서 주로 통용되어 오고 있다. 단호박은 비타민 A · B1 · B2 · C와 카로틴 함량이 높고 식이섬유가 풍부한 저칼로리 섬유 식품으로 이미 대중들에게 좋은 평가를 받고 있다.",성재기,강원도 동해시 공단2로 73,033) 522-1163,http://nakchun.modoo.at/,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687183-%EC%A7%80%EC%9E%A5%EC%88%98%20%ED%98%B8%EB%B0%95%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=5687183&cid=58637&categoryId=58652,5687183
483,지평 생 쌀막걸리 (1.7L),지평생쌀막걸리17l,,,,,5%,,탁주,,1.7L,"￦2,700 (가격은 판매처 별로 상이할 수 있습니다.)",지평주조,"쌀(국내산), 정제수, 국, 효모, 정제효소 등",지평주조,대한민국의 90년의 역사가 담긴 대한민국에서 가장 오래된 양조장에서 나오는 막걸리. 옛날부터 사용하던 우물을 현재까지도 그대로 사용하고 있으며 전통적인 맛을 이어가기 위해 끊임없이 노력하고 있는 양조장이다.,김기환,경기 양평군 지평면 지평의병로62번길 27,031) 773-7030,http://jpjujo.modoo.at/,야채에 된장과 고추장이면 마실수 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551551-%EC%A7%80%ED%8F%89%20%EC%83%9D%20%EC%8C%80%EB%A7%89%EA%B1%B8%EB%A6%AC%2017L_main.jpg,https://terms.naver.com/entry.naver?docId=3551551&cid=58637&categoryId=58651,3551551
484,지평 생 쌀막걸리 (700ml),지평생쌀막걸리700ml,,,,,5%,,탁주,,700ml,"￦1,650 (가격은 판매처 별로 상이할 수 있습니다.)",지평주조,"쌀(국내산), 정제수, 국, 효모, 정제효소 등",지평주조,대한민국의 90년의 역사가 담긴 대한민국에서 가장 오래된 양조장에서 나오는 막걸리. 옛날부터 사용하던 우물을 현재까지도 그대로 사용하고 있으며 전통적인 맛을 이어가기 위해 끊임없이 노력하고 있는 양조장이다.,김기환,경기 양평군 지평면 지평의병로62번길 27,031) 773-7030,http://jpjujo.modoo.at/,야채에 된장과 고추장이면 마실수 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551552-%EC%A7%80%ED%8F%89%20%EC%83%9D%20%EC%8C%80%EB%A7%89%EA%B1%B8%EB%A6%AC%20700ml_main.jpg,https://terms.naver.com/entry.naver?docId=3551552&cid=58637&categoryId=58651,3551552
485,지평 생 옛막걸리,지평생옛막걸리,4.0,1.0,2.0,2.0,5%,0.0,탁주,,1.7L,"￦2,500 (가격은 판매처 별로 상이할 수 있습니다.)",지평주조,"밀, 정제수, 국, 분말종국, 효모, 정제효소 등",지평주조,대한민국의 90년의 역사가 담긴 대한민국에서 가장 오래된 양조장에서 나오는 막걸리. 옛날부터 사용하던 우물을 현재까지도 그대로 사용하고 있으며 전통적인 맛을 이어가기 위해 끊임없이 노력하고 있는 양조장이다.,김기환,경기 양평군 지평면 지평의병로62번길 27,031) 773-7030,http://jpjujo.modoo.at/,파김치가 적격이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551537-%EC%A7%80%ED%8F%89%20%EC%83%9D%20%EC%98%9B%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551537&cid=58637&categoryId=58651,3551537
